comparison,mean_diff,p_val_tukey,95%_ci_low,95%_ci_up,dof_between,dof_within,F_1way_anova,p_1way_anova
"('layer35a', 'layer33a')",0.039439023,0.42443642,-0.012461648,0.09133969,18,33195,267.29165646166956,0.0
"('layer35a', 'layer34a')",0.05493894,0.00024842928,0.014735105,0.095142774,18,33195,267.29165646166956,0.0
"('layer35a', 'layer35a')",0.0,1.0,-0.03283342,0.03283342,18,33195,267.29165646166956,0.0
"('layer35a', 'layer36a')",0.042886116,0.00068229454,0.010058042,0.075714186,18,33195,267.29165646166956,0.0
"('layer35a', 'layer37')",-0.021983325,0.9999989,-0.11767904,0.073712386,18,33195,267.29165646166956,0.0
"('layer36a', 'layer19')",0.04031428,0.0023479778,0.007491551,0.07313701,18,33195,267.29165646166956,0.0
"('layer36a', 'layer20')",0.26109627,0.0,0.22827354,0.293919,18,33195,267.29165646166956,0.0
"('layer36a', 'layer21')",0.14202783,0.0,0.1092051,0.17485055,18,33195,267.29165646166956,0.0
"('layer36a', 'layer22')",-0.18070164,0.0,-0.21352437,-0.14787892,18,33195,267.29165646166956,0.0
"('layer36a', 'layer23')",-0.10689842,0.0,-0.13972116,-0.07407569,18,33195,267.29165646166956,0.0
"('layer36a', 'layer24')",0.040218055,0.049736705,1.8586883e-05,0.08041752,18,33195,267.29165646166956,0.0
"('layer36a', 'layer25')",0.05107611,0.0012156189,0.010876643,0.09127558,18,33195,267.29165646166956,0.0
"('layer36a', 'layer26')",-0.1549083,0.0,-0.19510777,-0.11470883,18,33195,267.29165646166956,0.0
"('layer36a', 'layer27')",0.1969037,0.0,0.14500642,0.248801,18,33195,267.29165646166956,0.0
"('layer36a', 'layer28')",0.2826861,0.0,0.23078883,0.3345834,18,33195,267.29165646166956,0.0
"('layer36a', 'layer29')",0.21329725,0.0,0.16139996,0.26519454,18,33195,267.29165646166956,0.0
"('layer36a', 'layer30')",0.29589632,0.0,0.24399903,0.3477936,18,33195,267.29165646166956,0.0
"('layer36a', 'layer31')",0.18694152,0.0,0.13504423,0.2388388,18,33195,267.29165646166956,0.0
"('layer36a', 'layer32')",-0.024227925,0.98173726,-0.07612521,0.027669366,18,33195,267.29165646166956,0.0
"('layer36a', 'layer33a')",-0.003447093,1.0,-0.055344384,0.048450198,18,33195,267.29165646166956,0.0
"('layer36a', 'layer34a')",0.012052823,0.9999357,-0.028146645,0.052252293,18,33195,267.29165646166956,0.0
"('layer36a', 'layer35a')",-0.042886116,0.00068229454,-0.075714186,-0.010058042,18,33195,267.29165646166956,0.0
"('layer36a', 'layer36a')",0.0,1.0,-0.03282273,0.03282273,18,33195,267.29165646166956,0.0
"('layer36a', 'layer37')",-0.06486944,0.6475348,-0.16056332,0.030824434,18,33195,267.29165646166956,0.0
"('layer37', 'layer19')",0.10518372,0.014740297,0.0094898455,0.20087759,18,33195,267.29165646166956,0.0
"('layer37', 'layer20')",0.3259657,0.0,0.23027183,0.4216596,18,33195,267.29165646166956,0.0
"('layer37', 'layer21')",0.20689726,0.0,0.11120338,0.30259115,18,33195,267.29165646166956,0.0
"('layer37', 'layer22')",-0.11583221,0.003072147,-0.21152608,-0.020138334,18,33195,267.29165646166956,0.0
"('layer37', 'layer23')",-0.04202898,0.9905954,-0.13772285,0.053664897,18,33195,267.29165646166956,0.0
"('layer37', 'layer24')",0.1050875,0.022266697,0.006619311,0.20355569,18,33195,267.29165646166956,0.0
"('layer37', 'layer25')",0.11594555,0.004989363,0.017477361,0.21441373,18,33195,267.29165646166956,0.0
"('layer37', 'layer26')",-0.090038866,0.123647995,-0.18850705,0.00842932,18,33195,267.29165646166956,0.0
"('layer37', 'layer27')",0.26177317,0.0,0.1579786,0.36556774,18,33195,267.29165646166956,0.0
"('layer37', 'layer28')",0.34755555,0.0,0.24376097,0.45135012,18,33195,267.29165646166956,0.0
"('layer37', 'layer29')",0.27816668,0.0,0.1743721,0.38196126,18,33195,267.29165646166956,0.0
"('layer37', 'layer30')",0.36076576,0.0,0.25697118,0.46456033,18,33195,267.29165646166956,0.0
"('layer37', 'layer31')",0.25181097,0.0,0.1480164,0.35560554,18,33195,267.29165646166956,0.0
"('layer37', 'layer32')",0.040641516,0.9975881,-0.063153066,0.14443609,18,33195,267.29165646166956,0.0
"('layer37', 'layer33a')",0.061422348,0.8482265,-0.042372234,0.16521692,18,33195,267.29165646166956,0.0
"('layer37', 'layer34a')",0.07692227,0.3701742,-0.021545919,0.17539045,18,33195,267.29165646166956,0.0
"('layer37', 'layer35a')",0.021983325,0.9999989,-0.073712386,0.11767904,18,33195,267.29165646166956,0.0
"('layer37', 'layer36a')",0.06486944,0.6475348,-0.030824434,0.16056332,18,33195,267.29165646166956,0.0
"('layer37', 'layer37')",0.0,1.0,-0.13129091,0.13129091,18,33195,267.29165646166956,0.0
