comparison,mean_diff,p_val_tukey,95%_ci_low,95%_ci_up,dof_between,dof_within,F_1way_anova,p_1way_anova
"('layer23', 'layer26')",0.32697615,0.0,0.31181592,0.34213638,18,33195,5044.077351770932,0.0
"('layer23', 'layer27')",0.25340793,0.0,0.23383614,0.2729797,18,33195,5044.077351770932,0.0
"('layer23', 'layer28')",0.3179033,0.0,0.29833153,0.3374751,18,33195,5044.077351770932,0.0
"('layer23', 'layer29')",0.32987422,0.0,0.31030244,0.349446,18,33195,5044.077351770932,0.0
"('layer23', 'layer30')",0.35591853,0.0,0.33634675,0.3754903,18,33195,5044.077351770932,0.0
"('layer23', 'layer31')",0.38456714,0.0,0.36499536,0.40413892,18,33195,5044.077351770932,0.0
"('layer23', 'layer32')",0.38412607,0.0,0.3645543,0.40369785,18,33195,5044.077351770932,0.0
"('layer23', 'layer33a')",0.41084218,0.0,0.3912704,0.43041396,18,33195,5044.077351770932,0.0
"('layer23', 'layer34a')",0.38977504,0.0,0.3746148,0.40493527,18,33195,5044.077351770932,0.0
"('layer23', 'layer35a')",0.4175233,0.0,0.405143,0.4299036,18,33195,5044.077351770932,0.0
"('layer23', 'layer36a')",0.35350406,0.0,0.3411258,0.36588234,18,33195,5044.077351770932,0.0
"('layer23', 'layer37')",0.32636112,0.0,0.29027253,0.3624497,18,33195,5044.077351770932,0.0
"('layer24', 'layer19')",-0.2785214,0.0,-0.29368162,-0.26336116,18,33195,5044.077351770932,0.0
"('layer24', 'layer20')",-0.2692379,0.0,-0.28439814,-0.25407767,18,33195,5044.077351770932,0.0
"('layer24', 'layer21')",-0.124014586,0.0,-0.13917482,-0.108854346,18,33195,5044.077351770932,0.0
"('layer24', 'layer22')",-0.18624505,0.0,-0.20140529,-0.17108482,18,33195,5044.077351770932,0.0
"('layer24', 'layer23')",-0.09801254,0.0,-0.11317278,-0.0828523,18,33195,5044.077351770932,0.0
"('layer24', 'layer24')",0.0,1.0,-0.017505536,0.017505536,18,33195,5044.077351770932,0.0
"('layer24', 'layer25')",0.17788249,0.0,0.16037695,0.19538803,18,33195,5044.077351770932,0.0
"('layer24', 'layer26')",0.22896361,0.0,0.21145807,0.24646915,18,33195,5044.077351770932,0.0
"('layer24', 'layer27')",0.15539539,0.0,0.13395557,0.17683521,18,33195,5044.077351770932,0.0
"('layer24', 'layer28')",0.21989077,0.0,0.19845095,0.2413306,18,33195,5044.077351770932,0.0
"('layer24', 'layer29')",0.23186168,0.0,0.21042186,0.2533015,18,33195,5044.077351770932,0.0
"('layer24', 'layer30')",0.25790602,0.0,0.2364662,0.27934584,18,33195,5044.077351770932,0.0
"('layer24', 'layer31')",0.28655463,0.0,0.2651148,0.30799446,18,33195,5044.077351770932,0.0
"('layer24', 'layer32')",0.28611356,0.0,0.26467374,0.30755338,18,33195,5044.077351770932,0.0
"('layer24', 'layer33a')",0.3128296,0.0,0.2913898,0.33426943,18,33195,5044.077351770932,0.0
"('layer24', 'layer34a')",0.2917625,0.0,0.27425697,0.30926803,18,33195,5044.077351770932,0.0
"('layer24', 'layer35a')",0.31951076,0.0,0.3043489,0.33467263,18,33195,5044.077351770932,0.0
"('layer24', 'layer36a')",0.2554915,0.0,0.24033126,0.27065173,18,33195,5044.077351770932,0.0
"('layer24', 'layer37')",0.22834858,0.0,0.19121373,0.26548344,18,33195,5044.077351770932,0.0
"('layer25', 'layer19')",-0.45640388,0.0,-0.4715641,-0.44124365,18,33195,5044.077351770932,0.0
"('layer25', 'layer20')",-0.4471204,0.0,-0.46228063,-0.43196017,18,33195,5044.077351770932,0.0
"('layer25', 'layer21')",-0.30189708,0.0,-0.3170573,-0.28673685,18,33195,5044.077351770932,0.0
"('layer25', 'layer22')",-0.36412755,0.0,-0.37928778,-0.3489673,18,33195,5044.077351770932,0.0
"('layer25', 'layer23')",-0.27589503,0.0,-0.29105526,-0.2607348,18,33195,5044.077351770932,0.0
"('layer25', 'layer24')",-0.17788249,0.0,-0.19538803,-0.16037695,18,33195,5044.077351770932,0.0
"('layer25', 'layer25')",0.0,1.0,-0.017505536,0.017505536,18,33195,5044.077351770932,0.0
"('layer25', 'layer26')",0.05108112,0.0,0.033575587,0.068586655,18,33195,5044.077351770932,0.0
"('layer25', 'layer27')",-0.022487104,0.028003102,-0.043926917,-0.001047289,18,33195,5044.077351770932,0.0
"('layer25', 'layer28')",0.04200828,9.40866e-10,0.020568466,0.063448094,18,33195,5044.077351770932,0.0
"('layer25', 'layer29')",0.05397919,0.0,0.032539375,0.075419,18,33195,5044.077351770932,0.0
"('layer25', 'layer30')",0.08002351,0.0,0.0585837,0.101463325,18,33195,5044.077351770932,0.0
"('layer25', 'layer31')",0.10867213,0.0,0.087232314,0.13011195,18,33195,5044.077351770932,0.0
"('layer25', 'layer32')",0.10823105,0.0,0.08679124,0.12967087,18,33195,5044.077351770932,0.0
"('layer25', 'layer33a')",0.13494714,0.0,0.11350732,0.15638696,18,33195,5044.077351770932,0.0
"('layer25', 'layer34a')",0.11388001,0.0,0.096374474,0.13138555,18,33195,5044.077351770932,0.0
"('layer25', 'layer35a')",0.14162827,0.0,0.12646638,0.15679015,18,33195,5044.077351770932,0.0
"('layer25', 'layer36a')",0.07760902,0.0,0.062448777,0.09276926,18,33195,5044.077351770932,0.0
"('layer25', 'layer37')",0.05046609,0.000282641,0.013331242,0.08760094,18,33195,5044.077351770932,0.0
"('layer26', 'layer19')",-0.50748503,0.0,-0.5226453,-0.4923248,18,33195,5044.077351770932,0.0
"('layer26', 'layer20')",-0.49820152,0.0,-0.51336175,-0.4830413,18,33195,5044.077351770932,0.0
"('layer26', 'layer21')",-0.3529782,0.0,-0.36813843,-0.33781797,18,33195,5044.077351770932,0.0
"('layer26', 'layer22')",-0.41520867,0.0,-0.4303689,-0.40004843,18,33195,5044.077351770932,0.0
"('layer26', 'layer23')",-0.32697615,0.0,-0.34213638,-0.31181592,18,33195,5044.077351770932,0.0
"('layer26', 'layer24')",-0.22896361,0.0,-0.24646915,-0.21145807,18,33195,5044.077351770932,0.0
"('layer26', 'layer25')",-0.05108112,0.0,-0.068586655,-0.033575587,18,33195,5044.077351770932,0.0
"('layer26', 'layer26')",0.0,1.0,-0.017505536,0.017505536,18,33195,5044.077351770932,0.0
"('layer26', 'layer27')",-0.073568225,0.0,-0.09500804,-0.05212841,18,33195,5044.077351770932,0.0
"('layer26', 'layer28')",-0.00907284,0.9938524,-0.030512655,0.012366975,18,33195,5044.077351770932,0.0
"('layer26', 'layer29')",0.0028980672,1.0,-0.018541748,0.024337882,18,33195,5044.077351770932,0.0
"('layer26', 'layer30')",0.028942391,0.00032986264,0.0075025763,0.050382204,18,33195,5044.077351770932,0.0
"('layer26', 'layer31')",0.057591006,0.0,0.036151193,0.07903082,18,33195,5044.077351770932,0.0
"('layer26', 'layer32')",0.05714993,0.0,0.03571012,0.078589745,18,33195,5044.077351770932,0.0
"('layer26', 'layer33a')",0.083866015,0.0,0.062426202,0.10530583,18,33195,5044.077351770932,0.0
"('layer26', 'layer34a')",0.06279889,0.0,0.045293353,0.08030442,18,33195,5044.077351770932,0.0
"('layer26', 'layer35a')",0.090547144,0.0,0.07538526,0.10570903,18,33195,5044.077351770932,0.0
"('layer26', 'layer36a')",0.026527897,1.2940369e-07,0.011367658,0.041688137,18,33195,5044.077351770932,0.0
"('layer26', 'layer37')",-0.0006150305,1.0,-0.03774988,0.036519818,18,33195,5044.077351770932,0.0
"('layer27', 'layer19')",-0.43391678,0.0,-0.45348856,-0.414345,18,33195,5044.077351770932,0.0
"('layer27', 'layer20')",-0.4246333,0.0,-0.44420508,-0.4050615,18,33195,5044.077351770932,0.0
"('layer27', 'layer21')",-0.27940997,0.0,-0.29898176,-0.2598382,18,33195,5044.077351770932,0.0
"('layer27', 'layer22')",-0.34164044,0.0,-0.36121222,-0.32206866,18,33195,5044.077351770932,0.0
"('layer27', 'layer23')",-0.25340793,0.0,-0.2729797,-0.23383614,18,33195,5044.077351770932,0.0
"('layer27', 'layer24')",-0.15539539,0.0,-0.17683521,-0.13395557,18,33195,5044.077351770932,0.0
"('layer27', 'layer25')",0.022487104,0.028003102,0.001047289,0.043926917,18,33195,5044.077351770932,0.0
"('layer27', 'layer26')",0.073568225,0.0,0.05212841,0.09500804,18,33195,5044.077351770932,0.0
"('layer27', 'layer27')",0.0,1.0,-0.024756566,0.024756566,18,33195,5044.077351770932,0.0
"('layer27', 'layer28')",0.064495385,0.0,0.03973882,0.08925195,18,33195,5044.077351770932,0.0
"('layer27', 'layer29')",0.07646629,0.0,0.051709726,0.10122286,18,33195,5044.077351770932,0.0
"('layer27', 'layer30')",0.102510616,0.0,0.07775405,0.12726718,18,33195,5044.077351770932,0.0
"('layer27', 'layer31')",0.13115923,0.0,0.106402665,0.1559158,18,33195,5044.077351770932,0.0
"('layer27', 'layer32')",0.13071816,0.0,0.10596159,0.15547472,18,33195,5044.077351770932,0.0
"('layer27', 'layer33a')",0.15743424,0.0,0.13267767,0.1821908,18,33195,5044.077351770932,0.0
"('layer27', 'layer34a')",0.13636711,0.0,0.1149273,0.15780693,18,33195,5044.077351770932,0.0
"('layer27', 'layer35a')",0.16411537,0.0,0.1445423,0.18368843,18,33195,5044.077351770932,0.0
"('layer27', 'layer36a')",0.10009612,0.0,0.08052434,0.1196679,18,33195,5044.077351770932,0.0
"('layer27', 'layer37')",0.072953194,9.591246e-09,0.03380963,0.112096764,18,33195,5044.077351770932,0.0
"('layer28', 'layer19')",-0.49841216,0.0,-0.517984,-0.47884038,18,33195,5044.077351770932,0.0
"('layer28', 'layer20')",-0.48912868,0.0,-0.5087005,-0.4695569,18,33195,5044.077351770932,0.0
"('layer28', 'layer21')",-0.34390536,0.0,-0.36347714,-0.32433358,18,33195,5044.077351770932,0.0
"('layer28', 'layer22')",-0.40613583,0.0,-0.4257076,-0.38656405,18,33195,5044.077351770932,0.0
"('layer28', 'layer23')",-0.3179033,0.0,-0.3374751,-0.29833153,18,33195,5044.077351770932,0.0
"('layer28', 'layer24')",-0.21989077,0.0,-0.2413306,-0.19845095,18,33195,5044.077351770932,0.0
"('layer28', 'layer25')",-0.04200828,9.40866e-10,-0.063448094,-0.020568466,18,33195,5044.077351770932,0.0
"('layer28', 'layer26')",0.00907284,0.9938524,-0.012366975,0.030512655,18,33195,5044.077351770932,0.0
"('layer28', 'layer27')",-0.064495385,0.0,-0.08925195,-0.03973882,18,33195,5044.077351770932,0.0
"('layer28', 'layer28')",0.0,1.0,-0.024756566,0.024756566,18,33195,5044.077351770932,0.0
"('layer28', 'layer29')",0.011970907,0.9737789,-0.012785658,0.036727473,18,33195,5044.077351770932,0.0
"('layer28', 'layer30')",0.03801523,1.1165954e-05,0.013258666,0.0627718,18,33195,5044.077351770932,0.0
"('layer28', 'layer31')",0.06666385,0.0,0.04190728,0.09142041,18,33195,5044.077351770932,0.0
"('layer28', 'layer32')",0.06622277,0.0,0.041466206,0.09097934,18,33195,5044.077351770932,0.0
"('layer28', 'layer33a')",0.092938855,0.0,0.06818229,0.11769542,18,33195,5044.077351770932,0.0
"('layer28', 'layer34a')",0.07187173,0.0,0.050431915,0.09331154,18,33195,5044.077351770932,0.0
"('layer28', 'layer35a')",0.099619985,0.0,0.08004693,0.11919304,18,33195,5044.077351770932,0.0
"('layer28', 'layer36a')",0.035600737,2.7184091e-08,0.016028954,0.05517252,18,33195,5044.077351770932,0.0
"('layer28', 'layer37')",0.00845781,0.9999996,-0.030685758,0.047601376,18,33195,5044.077351770932,0.0
"('layer29', 'layer19')",-0.51038307,0.0,-0.52995485,-0.4908113,18,33195,5044.077351770932,0.0
"('layer29', 'layer20')",-0.5010996,0.0,-0.52067137,-0.4815278,18,33195,5044.077351770932,0.0
"('layer29', 'layer21')",-0.35587627,0.0,-0.37544805,-0.3363045,18,33195,5044.077351770932,0.0
"('layer29', 'layer22')",-0.41810673,0.0,-0.43767852,-0.39853495,18,33195,5044.077351770932,0.0
"('layer29', 'layer23')",-0.32987422,0.0,-0.349446,-0.31030244,18,33195,5044.077351770932,0.0
"('layer29', 'layer24')",-0.23186168,0.0,-0.2533015,-0.21042186,18,33195,5044.077351770932,0.0
"('layer29', 'layer25')",-0.05397919,0.0,-0.075419,-0.032539375,18,33195,5044.077351770932,0.0
"('layer29', 'layer26')",-0.0028980672,1.0,-0.024337882,0.018541748,18,33195,5044.077351770932,0.0
"('layer29', 'layer27')",-0.07646629,0.0,-0.10122286,-0.051709726,18,33195,5044.077351770932,0.0
"('layer29', 'layer28')",-0.011970907,0.9737789,-0.036727473,0.012785658,18,33195,5044.077351770932,0.0
"('layer29', 'layer29')",0.0,1.0,-0.024756566,0.024756566,18,33195,5044.077351770932,0.0
"('layer29', 'layer30')",0.026044324,0.02692916,0.0012877582,0.05080089,18,33195,5044.077351770932,0.0
"('layer29', 'layer31')",0.05469294,0.0,0.029936373,0.079449505,18,33195,5044.077351770932,0.0
"('layer29', 'layer32')",0.054251865,0.0,0.029495299,0.07900843,18,33195,5044.077351770932,0.0
"('layer29', 'layer33a')",0.08096795,0.0,0.056211382,0.10572451,18,33195,5044.077351770932,0.0
"('layer29', 'layer34a')",0.05990082,0.0,0.038461007,0.08134063,18,33195,5044.077351770932,0.0
"('layer29', 'layer35a')",0.08764908,0.0,0.06807602,0.10722213,18,33195,5044.077351770932,0.0
"('layer29', 'layer36a')",0.02362983,0.0032180154,0.0040580453,0.043201614,18,33195,5044.077351770932,0.0
"('layer29', 'layer37')",-0.0035130978,1.0,-0.042656664,0.03563047,18,33195,5044.077351770932,0.0
"('layer30', 'layer19')",-0.5364274,0.0,-0.55599916,-0.5168556,18,33195,5044.077351770932,0.0
